Author,Journal ,Country,Year,Study_id,Ingredient_type,Feed_general,Feed_specific,Feed_general_2,Feed_specific_2,Amino_supp,Supplement_type,FM_FO,Fish_group,Fish_sp,Fish_scientific,Life_stage,Replacement,FCR,Marine_ingredient_change,Crop_change,n3n6,Tissue,,,
Ganuza E,Aquaculture,Spain,2008,72.7,Single,Algae ,Crypthecodinium sp.,,,Y,Taurine,FO,Marine fishes,Gilthead seabream,Sparus aurata,Juvenile,100,,,310,5,Whole body,,,
Gasco L ,Animal Feed Science and Technology,Italy ,2016,73,Single,Insect,Tenebrio molitor,,,Y,Lysine + Methionine,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juvenile,0,0.9,0,0,,,,,
Gasco L ,Animal Feed Science and Technology,Italy ,2016,73,Single,Insect,Tenebrio molitor,,,Y,Lysine + Methionine,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juvenile,36,0.91,-3.6,18,,,,,
Gasco L ,Animal Feed Science and Technology,Italy ,2016,73,Single,Insect,Tenebrio molitor,,,Y,Lysine + Methionine,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juvenile,72,0.99,-7,26,,,,,
Hu J,The Israeli Journal of Aquaculture,China,2017,74,Single,Insect,Hermetia illucens,,,N,,FM,Catfish,Yellow Catfish,Pelteobagrus fulvidraco,Juvenile,0,0.74,,0,,,,,
Hu J,The Israeli Journal of Aquaculture,China,2017,74,Single,Insect,Hermetia illucens,,,N,,FM,Catfish,Yellow Catfish,Pelteobagrus fulvidraco,Juvenile,10,0.76,,-4,,,,,
Hu J,The Israeli Journal of Aquaculture,China,2017,74,Single,Insect,Hermetia illucens,,,N,,FM,Catfish,Yellow Catfish,Pelteobagrus fulvidraco,Juvenile,15,0.79,,-6,,,,,
Hu J,The Israeli Journal of Aquaculture,China,2017,74,Single,Insect,Hermetia illucens,,,N,,FM,Catfish,Yellow Catfish,Pelteobagrus fulvidraco,Juvenile,20,0.77,,-8,,,,,
Hu J,The Israeli Journal of Aquaculture,China,2017,74,Single,Insect,Hermetia illucens,,,N,,FM,Catfish,Yellow Catfish,Pelteobagrus fulvidraco,Juvenile,25,0.8,,-10,,,,,
Hu J,The Israeli Journal of Aquaculture,China,2017,74,Single,Insect,Hermetia illucens,,,N,,FM,Catfish,Yellow Catfish,Pelteobagrus fulvidraco,Juvenile,30,0.82,,-12,,,,,
Jabir MDAR,African Journal of Biotechnology,Malaysia,2012,75,Single,Insect,Zophobas morio,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,0,1.47,,0,,,,,
Jabir MDAR,African Journal of Biotechnology,Malaysia,2012,75,Single,Insect,Zophobas morio,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,25,1.25,,0,,,,,
Jabir MDAR,African Journal of Biotechnology,Malaysia,2012,75,Single,Insect,Zophobas morio,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,50,1.36,,0,,,,,
Jabir MDAR,African Journal of Biotechnology,Malaysia,2012,75,Single,Insect,Zophobas morio,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,75,1.42,,0,,,,,
Jabir MDAR,African Journal of Biotechnology,Malaysia,2012,75,Single,Insect,Zophobas morio,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Juvenile,100,1.5,,0,,,,,
Ji H,Aquaculture Research,China,2015,76,Single,Insect,Zophobas morio,,,N,,FM,Carp,Jian Carp,Cyprinus carpio var.  Jian,Juvenile,0,1.41,,0,,,,,
Ji H,Aquaculture Research,China,2015,76,Single,Insect,Zophobas morio,,,N,,FM,Carp,Jian Carp,Cyprinus carpio var.  Jian,Juvenile,50,1.36,,-1,,,,,
Ji H,Aquaculture Research,China,2015,76,Single,Insect,Zophobas morio,,,N,,FM,Carp,Jian Carp,Cyprinus carpio var.  Jian,Juvenile,60,1.35,,-1,,,,,
Ji H,Aquaculture Research,China,2015,76,Single,Insect,Zophobas morio,,,N,,FM,Carp,Jian Carp,Cyprinus carpio var.  Jian,Juvenile,70,1.44,,-1,,,,,
Ji H,Aquaculture Research,China,2015,76,Single,Insect,Zophobas morio,,,N,,FM,Carp,Jian Carp,Cyprinus carpio var.  Jian,Juvenile,80,1.46,,-1.5,,,,,
Katya K,International Aquatic Research,Malaysia,2017,77,Single,Insect,Hermetia illucens,,,N,,FM,Diadromous fish ,Barramundi,Lates calcifer,Juvenile,0,2,0,0,,,,,
Katya K,International Aquatic Research,Malaysia,2017,77,Single,Insect,Hermetia illucens,,,N,,FM,Diadromous fish ,Barramundi,Lates calcifer,Juvenile,24,2.3,-1.4,0.5,,,,,
Katya K,International Aquatic Research,Malaysia,2017,77,Single,Insect,Hermetia illucens,,,N,,FM,Diadromous fish ,Barramundi,Lates calcifer,Juvenile,50,2.4,-2.8,1,,,,,
Katya K,International Aquatic Research,Malaysia,2017,77,Single,Insect,Hermetia illucens,,,N,,FM,Diadromous fish ,Barramundi,Lates calcifer,Juvenile,75,3.2,-4.2,1.5,,,,,
Katya K,International Aquatic Research,Malaysia,2017,77,Single,Insect,Hermetia illucens,,,N,,FM,Diadromous fish ,Barramundi,Lates calcifer,Juvenile,100,11.3,-5.6,0,,,,,
Kroeckel S,Aquaculture,Germany,2012,78,Single,Insect,Hermetia illucens,,,N,,FM,Marine fishes,Turbot,Psetta maxima,Juvenile,0,0.76,0,2,,,,,
Kroeckel S,Aquaculture,Germany,2012,78,Single,Insect,Hermetia illucens,,,N,,FM,Marine fishes,Turbot,Psetta maxima,Juvenile,18,0.76,-1,-11,,,,,
Kroeckel S,Aquaculture,Germany,2012,78,Single,Insect,Hermetia illucens,,,N,,FM,Marine fishes,Turbot,Psetta maxima,Juvenile,36,0.82,-2.1,-28,,,,,
Kroeckel S,Aquaculture,Germany,2012,78,Single,Insect,Hermetia illucens,,,N,,FM,Marine fishes,Turbot,Psetta maxima,Juvenile,52,0.86,-3.1,-43,,,,,
Kroeckel S,Aquaculture,Germany,2012,78,Single,Insect,Hermetia illucens,,,N,,FM,Marine fishes,Turbot,Psetta maxima,Juvenile,69,0.98,-4.1,-54,,,,,
Kroeckel S,Aquaculture,Germany,2012,78,Single,Insect,Hermetia illucens,,,N,,FM,Marine fishes,Turbot,Psetta maxima,Juvenile,82,1.21,-5.1,-58,,,,,
Langer S,African Journal of Agricultural Research,India ,2011,79,Single ,Insect,Earthworm,,,N,,FM,Shrimp,Kaira River Prawn,Macrobrachium dayanum,None ,0,1.9,,0,,,,,
Langer S,African Journal of Agricultural Research,India ,2011,79,Single ,Insect,Earthworm,,,N,,FM,Shrimp,Kaira River Prawn,Macrobrachium dayanum,None ,100,0.86,,6,,,,,
Langer S,African Journal of Agricultural Research,India ,2011,79.1,Single,Insect,Bombyx mori,,,N,,FM,Shrimp,Kaira River Prawn,Macrobrachium dayanum,None ,0,1.9,,0,,,,,
Langer S,African Journal of Agricultural Research,India ,2011,79.1,Single,Insect,Bombyx mori,,,N,,FM,Shrimp,Kaira River Prawn,Macrobrachium dayanum,None ,100,1.33,,16,,,,,
Langer S,African Journal of Agricultural Research,India ,2011,79.2,Single,Soy,SBM,,,N,,FM,Shrimp,Kaira River Prawn,Macrobrachium dayanum,None ,0,1.9,,0,,,,,
Langer S,African Journal of Agricultural Research,India ,2011,79.2,Single,Soy,SBM,,,N,,FM,Shrimp,Kaira River Prawn,Macrobrachium dayanum,None ,100,2.24,,10,,,,,
Lee J,Fish Physiology and Biochemistry,South Korea,2012,80,Single,Insect,Bombyx mori,,,Y,Lysine + Methionine,FM,Marine fishes,Olive Flounder,Paralichthys olivaceus,Juvenile,0,0.93,0,0,,,,,
Lee J,Fish Physiology and Biochemistry,South Korea,2012,80,Single,Insect,Bombyx mori,,,Y,Lysine + Methionine,FM,Marine fishes,Olive Flounder,Paralichthys olivaceus,Juvenile,10,0.89,0.1,0.5,,,,,
Lee J,Fish Physiology and Biochemistry,South Korea,2012,80,Single,Insect,Bombyx mori,,,Y,Lysine + Methionine,FM,Marine fishes,Olive Flounder,Paralichthys olivaceus,Juvenile,20,0.93,0.2,1,,,,,
Li S,Aquaculture,China,2017,81,Single,Insect,Hermetia illucens,,,N,,FM,Carp,Jian Carp,Cyprinus carpio var.  Jian,Juvenile,0,1.5,,0,,,,,
Li S,Aquaculture,China,2017,81,Single,Insect,Hermetia illucens,,,N,,FM,Carp,Jian Carp,Cyprinus carpio var.  Jian,Juvenile,25,1.55,,0,,,,,
Li S,Aquaculture,China,2017,81,Single,Insect,Hermetia illucens,,,N,,FM,Carp,Jian Carp,Cyprinus carpio var.  Jian,Juvenile,50,1.59,,0,,,,,
Li S,Aquaculture,China,2017,81,Single,Insect,Hermetia illucens,,,N,,FM,Carp,Jian Carp,Cyprinus carpio var.  Jian,Juvenile,75,1.48,,0,,,,,
Li S,Aquaculture,China,2017,81,Single,Insect,Hermetia illucens,,,N,,FM,Carp,Jian Carp,Cyprinus carpio var.  Jian,Juvenile,100,1.52,,0,,,,,
Lin Y-H,Aquaculture Research,China,2017,82,Single,Insect,Musca domestica,,,N,,FM,Diadromous fish ,Barramundi,Lates calcifer,Juvenile,0,0.934579439,0,0,,,,,
Lin Y-H,Aquaculture Research,China,2017,82,Single,Insect,Musca domestica,,,N,,FM,Diadromous fish ,Barramundi,Lates calcifer,Juvenile,26,0.980392157,0.7,0,,,,,
Lin Y-H,Aquaculture Research,China,2017,82,Single,Insect,Musca domestica,,,N,,FM,Diadromous fish ,Barramundi,Lates calcifer,Juvenile,39,0.934579439,0.9,0,,,,,
Lin Y-H,Aquaculture Research,China,2017,82,Single,Insect,Musca domestica,,,N,,FM,Diadromous fish ,Barramundi,Lates calcifer,Juvenile,51,0.980392157,1.5,0,,,*Interesting study uses different types of insect meal - some grown of human food waste,,
Lin Y-H,Aquaculture Research,China,2017,82,Single,Insect,Musca domestica,,,N,,FM,Diadromous fish ,Barramundi,Lates calcifer,Juvenile,73,0.952380952,1.8,0,,,,,
Lock ER,Aquaculture Nutrition,Norway,2016,83,Single,Insect,Hermetia illucens,,,Y,Lysine + Methionine,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,0,1.24,0,0,,,,,
Lock ER,Aquaculture Nutrition,Norway,2016,83,Single,Insect,Hermetia illucens,,,Y,Lysine + Methionine,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,25,1.24,0,0,,,,,
Lock ER,Aquaculture Nutrition,Norway,2016,83,Single,Insect,Hermetia illucens,,,Y,Lysine + Methionine,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,50,1.16,0,0,,,,,
Lock ER,Aquaculture Nutrition,Norway,2016,83,Single,Insect,Hermetia illucens,,,Y,Lysine + Methionine,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,100,1.14,-1.9,-4,,,,,
Lock ER,Aquaculture Nutrition,Norway,2016,83.1,Single,Insect,Hermetia illucens,,,Y,Lysine + Methionine,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,0,1.24,0,0,,,,,
Lock ER,Aquaculture Nutrition,Norway,2016,83.1,Single,Insect,Hermetia illucens,,,Y,Lysine + Methionine,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,25,1.25,-0.4,0,,,,,
Lock ER,Aquaculture Nutrition,Norway,2016,83.1,Single,Insect,Hermetia illucens,,,Y,Lysine + Methionine,FM,Salmonids,Atlantic Salmon,Salmo salar ,Post-smolt,100,1.14,-1,-7,,,,,
Magalhaes R,Aquaculture,Portugal,2017,84,Single,Insect,Hermetia illucens,,,Y,Taurine,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juveniles,0,1.64,0,0,,,,,
Magalhaes R,Aquaculture,Portugal,2017,84,Single,Insect,Hermetia illucens,,,Y,Taurine,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juveniles,15,1.64,0.3,-4,,,,,
Magalhaes R,Aquaculture,Portugal,2017,84,Single,Insect,Hermetia illucens,,,Y,Taurine,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juveniles,30,1.64,0.6,-8,,,,,
Magalhaes R,Aquaculture,Portugal,2017,84,Single,Insect,Hermetia illucens,,,Y,Taurine,FM,Marine fishes,European seabass,Dicentrarchus labrax,Juveniles,45,1.61,0.8,-12,,,,,
Ng W-K,Aquaculture Research,Malaysia,2001,85,Single,Insect,Tenebrio molitor,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,0,0.76,0,0,,,,,
Ng W-K,Aquaculture Research,Malaysia,2001,85,Single,Insect,Tenebrio molitor,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,20,0.75,-1.7,-0.5,,,,,
Ng W-K,Aquaculture Research,Malaysia,2001,85,Single,Insect,Tenebrio molitor,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,40,0.84,-3.4,-1,,,,,
Ng W-K,Aquaculture Research,Malaysia,2001,85,Single,Insect,Tenebrio molitor,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,60,0.98,-5.1,-1,,,,,
Ng W-K,Aquaculture Research,Malaysia,2001,85,Single,Insect,Tenebrio molitor,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,80,0.89,-6.9,-1,,,,,
Ng W-K,Aquaculture Research,Malaysia,2001,85,Single,Insect,Tenebrio molitor,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,100,1.12,-8.5,-1.5,,,,,
Nnaji C,,Nigeria,2005,86,Single,Insect,Grasshopper meal,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,0,0.45,,0,,,,,
Nnaji C,,Nigeria,2005,86,Single,Insect,Grasshopper meal,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,25,0.35,,0,,,,,
Nnaji C,,Nigeria,2005,86,Single,Insect,Grasshopper meal,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,37.5,0.45,,0,,,,,
Nnaji C,,Nigeria,2005,86,Single,Insect,Grasshopper meal,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,50,0.45,,0,,,,,
Nnaji C,,Nigeria,2005,86,Single,Insect,Grasshopper meal,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,62.5,1.12,,0,,,,,
Nnaji C,,Nigeria,2005,86,Single,Insect,Grasshopper meal,,,N,,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,75,0.85,,0,,,,,
Ogunji JO,Comparative Biochemistry and Physiology,Germany,2007,87,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,0,1.1,,0,,,,,
Ogunji JO,Comparative Biochemistry and Physiology,Germany,2007,87,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,21,1.1,,-11,,,,,
Ogunji JO,Comparative Biochemistry and Physiology,Germany,2007,87,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,35,1.1,,-18,,,,,
Ogunji JO,Comparative Biochemistry and Physiology,Germany,2007,87,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,49,1.1,,-25,,,,,
Ogunji JO,Comparative Biochemistry and Physiology,Germany,2007,87,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,63,1.1,,-32,,,,,
Ogunji JO,Comparative Biochemistry and Physiology,Germany,2007,87,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,76,1.2,,-40,,,,,
Ogunji JO,Comparative Biochemistry and Physiology,Germany,2007,87,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,100,1.2,,-50,,,,,
Ogunji JO,Turkish Journal of Fisheries and Aquatic Sciences,Nigeria,2008,88,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,0,1.12,,0,,,,,
Ogunji JO,Turkish Journal of Fisheries and Aquatic Sciences,Nigeria,2008,88,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,18,1.29,,-18,,,,,
Ogunji JO,Turkish Journal of Fisheries and Aquatic Sciences,Nigeria,2008,88,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,36,1.45,,-24,,,,,
Ogunji JO,Asian Fisheries Science,Germany,2008,89,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,0,1.14,,0,,,,,
Ogunji JO,Asian Fisheries Science,Germany,2008,89,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,21,1.12,,0,,,,,
Ogunji JO,Asian Fisheries Science,Germany,2008,89,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,35,1.05,,0,,,,,
Ogunji JO,Asian Fisheries Science,Germany,2008,89,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,49,1.1,,0,,,,,
Ogunji JO,Asian Fisheries Science,Germany,2008,89,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,63,1.06,,0,,,,,
Ogunji JO,Asian Fisheries Science,Germany,2008,89,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,76,1.15,,0,,,,,
Ogunji JO,Asian Fisheries Science,Germany,2008,89,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,100,1.22,,0,,,,,
Ogunji JO,Journal of Animal Physiology and Animal Nutrition,Nigeria,2008,90,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,0,1.14,,0,,,,,
Ogunji JO,Journal of Animal Physiology and Animal Nutrition,Nigeria,2008,90,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,21,1.12,,-11,,,,,
Ogunji JO,Journal of Animal Physiology and Animal Nutrition,Nigeria,2008,90,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,35,1.05,,-18,,,,,
Ogunji JO,Journal of Animal Physiology and Animal Nutrition,Nigeria,2008,90,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,49,1.1,,-25,,,,,
Ogunji JO,Journal of Animal Physiology and Animal Nutrition,Nigeria,2008,90,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,63,1.06,,-32,,,,,
Ogunji JO,Journal of Animal Physiology and Animal Nutrition,Nigeria,2008,90,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,76,1.15,,-40,,,,,
Ogunji JO,Journal of Animal Physiology and Animal Nutrition,Nigeria,2008,90,Single,Insect,Musca domestica,,,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,Fingerlings,100,1.22,,-50,,,,,
Olele NF,Journal of Agricultural Science and Technology,Nigeria,2012,91,Single,Insect,Earthworm,,,N,,FM,Catfish,Catfishes nei,Heteroclarias sp.,Fingerlings,0,4.07,,0,,,,,
Olele NF,Journal of Agricultural Science and Technology,Nigeria,2012,91,Single,Insect,Earthworm,,,N,,FM,Catfish,Catfishes nei,Heteroclarias sp.,Fingerlings,25,4.19,,0,,,,,
Olele NF,Journal of Agricultural Science and Technology,Nigeria,2012,91,Single,Insect,Earthworm,,,N,,FM,Catfish,Catfishes nei,Heteroclarias sp.,Fingerlings,50,4.47,,0,,,,,
Olele NF,Journal of Agricultural Science and Technology,Nigeria,2012,91,Single,Insect,Earthworm,,,N,,FM,Catfish,Catfishes nei,Heteroclarias sp.,Fingerlings,75,4.39,,0,,,,,
Olele NF,Journal of Agricultural Science and Technology,Nigeria,2012,91,Single,Insect,Earthworm,,,N,,FM,Catfish,Catfishes nei,Heteroclarias sp.,Fingerlings,100,4.31,,0,,,,,
Oso JA,British Journal of Applied Science and Technology,Nigeria,2014,92,Single,Insect,Bombyx mori,,,Y,Lysine + Methionine,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,0,3.55,,0,,,,,
Oso JA,British Journal of Applied Science and Technology,Nigeria,2014,92,Single,Insect,Bombyx mori,,,Y,Lysine + Methionine,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,25,3.12,,0,,,,,
Oso JA,British Journal of Applied Science and Technology,Nigeria,2014,92,Single,Insect,Bombyx mori,,,Y,Lysine + Methionine,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,50,3.84,,0,,,,,
Oso JA,British Journal of Applied Science and Technology,Nigeria,2014,92,Single,Insect,Bombyx mori,,,Y,Lysine + Methionine,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,75,4.35,,0,,,,,
Oso JA,British Journal of Applied Science and Technology,Nigeria,2014,92,Single,Insect,Bombyx mori,,,Y,Lysine + Methionine,FM,Catfish,African Catfish,Clarias gariepimus,Fingerlings,100,2.79,,0,,,,,
Panini RL,Aquaculture,Brazil,2017,93,Single,Insect,Tenebrio molitor,,,Y,Methionine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,0,2.65,0,0,,,,,
Panini RL,Aquaculture,Brazil,2017,93,Single,Insect,Tenebrio molitor,,,Y,Methionine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,25,2.75,0,4,,,,,
Panini RL,Aquaculture,Brazil,2017,93,Single,Insect,Tenebrio molitor,,,Y,Methionine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,50,2.82,0,8,,,,,
Panini RL,Aquaculture,Brazil,2017,93,Single,Insect,Tenebrio molitor,,,Y,Methionine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,75,2.46,0,10,,,,,
Panini RL,Aquaculture,Brazil,2017,93,Single,Insect,Tenebrio molitor,,,Y,Methionine,FM,Shrimp,Pacific White Shrimp,Litopenaeus vannamei,Juvenile,100,2.99,7.3,10,,,,,
Piccolo G,Animal Feed Science and Technology,Italy,2017,94,Single,Insect,Tenebrio molitor,,,N,,FM,Marine fishes,Gilthead seabream,Sparus aurata,None ,0,1.34,0,0,,,,,
Piccolo G,Animal Feed Science and Technology,Italy,2017,94,Single,Insect,Tenebrio molitor,,,N,,FM,Marine fishes,Gilthead seabream,Sparus aurata,None ,33,1.02,-4.5,17,,,,,
Piccolo G,Animal Feed Science and Technology,Italy,2017,94,Single,Insect,Tenebrio molitor,,,N,,FM,Marine fishes,Gilthead seabream,Sparus aurata,None ,76,1.28,-8,13,,,,,
Rangacharyulu PV,Bioresource Technology ,India ,2003,95,Single,Insect,Bombyx mori,,,N,,FM,Carp,Mixture,Mixture,None ,0,3.16,,0,,,,,
Rangacharyulu PV,Bioresource Technology ,India ,2003,95,Single,Insect,Bombyx mori,,,N,,FM,Carp,Mixture,Mixture,None ,100,2.1,,-1.5,,,,,
Rangacharyulu PV,Bioresource Technology ,India ,2003,95.1,Single,Insect,Bombyx mori,,,N,,FM,Carp,Mixture,Mixture,None ,0,3.16,,0,,,,,
Rangacharyulu PV,Bioresource Technology ,India ,2003,95.1,Single,Insect,Bombyx mori,,,N,,FM,Carp,Mixture,Mixture,None ,100,2.98,,-1.5,,,,,
Rapatsa MM,Aquaculture Reports ,South Africa,2017,96,Single,Insect,Imbrasia belina,,,N,,FM,Tilapia,Mozambique Tilapia,Oreochromis mossambicus,Fingerlings,0,1.29,,0,,,,,
Rapatsa MM,Aquaculture Reports ,South Africa,2017,96,Single,Insect,Imbrasia belina,,,N,,FM,Tilapia,Mozambique Tilapia,Oreochromis mossambicus,Fingerlings,10,1.53,,-2,,,,,
Rapatsa MM,Aquaculture Reports ,South Africa,2017,96,Single,Insect,Imbrasia belina,,,N,,FM,Tilapia,Mozambique Tilapia,Oreochromis mossambicus,Fingerlings,20,1.52,,-3.5,,,,,
Rapatsa MM,Aquaculture Reports ,South Africa,2017,96,Single,Insect,Imbrasia belina,,,N,,FM,Tilapia,Mozambique Tilapia,Oreochromis mossambicus,Fingerlings,40,1.31,,-6,,,,,
Rapatsa MM,Aquaculture Reports ,South Africa,2017,96,Single,Insect,Imbrasia belina,,,N,,FM,Tilapia,Mozambique Tilapia,Oreochromis mossambicus,Fingerlings,60,1.25,,-0.5,,,,,
Rawling MD,Fish and Shellfish Immunology,UK,2012,97,Single,Insect,Perionyx escavatus,,,N,,FM,Carp,Mirror Carp,Cyprinus carpio var. Specularis,Juvenile,0,1.19,0,0,,,,,
Rawling MD,Fish and Shellfish Immunology,UK,2012,97,Single,Insect,Perionyx escavatus,,,N,,FM,Carp,Mirror Carp,Cyprinus carpio var. Specularis,Juvenile,14,1.09,1.9,-13,,,,,
Rawling MD,Fish and Shellfish Immunology,UK,2012,97.1,Single,Soy,SBM,,,N,,FM,Carp,Mirror Carp,Cyprinus carpio var. Specularis,Juvenile,0,1.19,0,0,,,,,
Rawling MD,Fish and Shellfish Immunology,UK,2012,97.1,Single,Soy,SBM,,,N,,FM,Carp,Mirror Carp,Cyprinus carpio var. Specularis,Juvenile,38,1.4,3.3,81,,,,,
Renna M,Journal of Animal Science and Biotechnology,Italy,2017,98,Single,Insect,Hermetia illucens,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,0,0.9,0,0,,,,,
Renna M,Journal of Animal Science and Biotechnology,Italy,2017,98,Single,Insect,Hermetia illucens,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,25,0.88,-2,-23,,,,,
Renna M,Journal of Animal Science and Biotechnology,Italy,2017,98,Single,Insect,Hermetia illucens,,,N,,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,50,0.9,-4,-46,,,,,
Roncarati A,Journal of Insects as Feed and Food,Italy,2015,99,Single,Insect,Tenebrio molitor,,,N,,FM,Catfish,Common catfish,Ameiurus melas,Fingerlings,0,3.8,0,0,,,,,
Roncarati A,Journal of Insects as Feed and Food,Italy,2015,99,Single,Insect,Tenebrio molitor,,,N,,FM,Catfish,Common catfish,Ameiurus melas,Fingerlings,50,4.1,0,0,,,,,
Sanchez-Muros,Aquaculture Nutrition,Spain,2016,100,Mixture,Insect,Tenebrio molitor,Soy,SBM,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,None ,0,0.97,0,0,,,,,
Sanchez-Muros,Aquaculture Nutrition,Spain,2016,100,Mixture,Insect,Tenebrio molitor,Soy,SBM,N,,FM,Tilapia,Nile Tilapia ,Oreochromis niloticus,None ,48,1.35,-4.5,-1,,,,,
Sealey WM,Journal of the World Aquaculture Society ,USA,2011,101,Single,Insect,Hermetia illucens,,,Y,Lysine + Methionine +Taurine + Threonine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,0,1.2,0,0,,,,,
Sealey WM,Journal of the World Aquaculture Society ,USA,2011,101,Single,Insect,Hermetia illucens,,,Y,Lysine + Methionine +Taurine + Threonine,FM,Salmonids,Rainbow Trout ,Oncorhynchus mykiss,None ,25,1,0.6,0,,,,,
